,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
250,1,2,"Navratil, Master. Michel M",male,3.0,1,1,230080,26.0,F2,S
251,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,,1,0,376564,16.1,,S
252,0,1,"Isham, Miss. Ann Elizabeth",female,50.0,0,0,PC 17595,28.7125,C49,C
253,0,2,"Pain, Dr. Alfred",male,23.0,0,0,244278,10.5,,S
254,0,3,"Badt, Mr. Mohamed",male,40.0,0,0,2623,7.225,,C
255,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30.0,3,0,31027,21.0,,S
256,1,1,"McGough, Mr. James Robert",male,36.0,0,0,PC 17473,26.2875,E25,S
257,0,3,"Rush, Mr. Alfred George John",male,16.0,0,0,A/4. 20589,8.05,,S
258,0,3,"Elias, Mr. Tannous",male,15.0,1,1,2695,7.2292,,C
259,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,19.0,1,0,350046,7.8542,,S
260,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43.0,0,1,24160,211.3375,B3,S
261,1,2,"Hewlett, Mrs. (Mary D Kingcome) ",female,55.0,0,0,248706,16.0,,S
262,0,3,"de Pelsmaeker, Mr. Alfons",male,16.0,0,0,345778,9.5,,S
263,0,3,"Nirva, Mr. Iisakki Antino Aijo",male,41.0,0,0,SOTON/O2 3101272,7.125,,S
264,0,3,"McMahon, Mr. Martin",male,,0,0,370372,7.75,,Q
265,0,1,"Davidson, Mr. Thornton",male,31.0,1,0,F.C. 12750,52.0,B71,S
266,1,1,"Thayer, Mr. John Borland Jr",male,17.0,0,2,17421,110.8833,C70,C
267,1,1,"Spencer, Mrs. William Augustus (Marie Eugenie)",female,,1,0,PC 17569,146.5208,B78,C
268,0,3,"Panula, Mr. Jaako Arnold",male,14.0,4,1,3101295,39.6875,,S
269,1,1,"Hays, Miss. Margaret Bechstein",female,24.0,0,0,11767,83.1583,C54,C
270,1,3,"Johannesen-Bratthammer, Mr. Bernt",male,,0,0,65306,8.1125,,S
271,0,3,"Karlsson, Mr. Nils August",male,22.0,0,0,350060,7.5208,,S
272,0,1,"Baxter, Mr. Quigg Edmond",male,24.0,0,1,PC 17558,247.5208,B58 B60,C
273,0,3,"Fischer, Mr. Eberhard Thelander",male,18.0,0,0,350036,7.7958,,S
274,0,3,"Kallio, Mr. Nikolai Erland",male,17.0,0,0,STON/O 2. 3101274,7.125,,S
275,0,3,"Nosworthy, Mr. Richard Cater",male,21.0,0,0,A/4. 39886,7.8,,S
276,0,3,"Hagland, Mr. Konrad Mathias Reiersen",male,,1,0,65304,19.9667,,S
277,0,3,"Lester, Mr. James",male,39.0,0,0,A/4 48871,24.15,,S
278,0,3,"Sirayanian, Mr. Orsen",male,22.0,0,0,2669,7.2292,,C
279,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18.0,0,0,347078,7.75,,S
280,0,1,"White, Mr. Richard Frasar",male,21.0,0,1,35281,77.2875,D26,S
281,0,2,"del Carlo, Mr. Sebastiano",male,29.0,1,0,SC/PARIS 2167,27.7208,,C
282,1,3,"Sheerlinck, Mr. Jan Baptist",male,29.0,0,0,345779,9.5,,S
283,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39.0,1,1,110413,79.65,E67,S
284,0,2,"Turpin, Mr. William John Robert",male,29.0,1,0,11668,21.0,,S
285,1,2,"Hamalainen, Mrs. William (Anna)",female,24.0,0,2,250649,14.5,,S
286,1,1,"Hippach, Miss. Jean Gertrude",female,16.0,0,1,111361,57.9792,B18,C
287,0,3,"Somerton, Mr. Francis William",male,30.0,0,0,A.5. 18509,8.05,,S
288,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,0,2,PP 9549,16.7,G6,S
289,1,2,"Silven, Miss. Lyyli Karoliina",female,18.0,0,2,250652,13.0,,S
290,0,3,"Stanley, Mr. Edward Roland",male,21.0,0,0,A/4 45380,8.05,,S
291,1,3,"Tornquist, Mr. William Henry",male,25.0,0,0,LINE,0.0,,S
292,0,3,"Svensson, Mr. Johan",male,74.0,0,0,347060,7.775,,S
293,0,3,"Andersson, Master. Sigvard Harald Elias",male,4.0,4,2,347082,31.275,,S
294,1,3,"Mamee, Mr. Hanna",male,,0,0,2677,7.2292,,C
295,1,3,"Coutts, Master. Eden Leslie ""Neville""",male,9.0,1,1,C.A. 37671,15.9,,S
296,0,3,"Radeff, Mr. Alexander",male,,0,0,349223,7.8958,,S
297,1,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31.0,1,1,C.A. 31921,26.25,,S
298,1,1,"Carter, Miss. Lucile Polk",female,14.0,1,2,113760,120.0,B96 B98,S
299,0,3,"Boulos, Miss. Nourelain",female,9.0,1,1,2678,15.2458,,C
300,0,3,"Gustafsson, Mr. Johan Birger",male,28.0,2,0,3101277,7.925,,S
301,0,3,"Keefe, Mr. Arthur",male,,0,0,323592,7.25,,S
302,0,3,"Coxon, Mr. Daniel",male,59.0,0,0,364500,7.25,,S
303,0,3,"van Billiard, Mr. Austin Blyler",male,40.5,0,2,A/5. 851,14.5,,S
304,0,3,"Andersson, Miss. Ebba Iris Alfrida",female,6.0,4,2,347082,31.275,,S
305,0,3,"Haas, Miss. Aloisia",female,24.0,0,0,349236,8.85,,S
306,1,3,"Bing, Mr. Lee",male,32.0,0,0,1601,56.4958,,S
307,0,3,"Rouse, Mr. Richard Henry",male,50.0,0,0,A/5 3594,8.05,,S
308,1,1,"Calderhead, Mr. Edward Pennington",male,42.0,0,0,PC 17476,26.2875,E24,S
309,0,3,"Hassan, Mr. Houssein G N",male,11.0,0,0,2699,18.7875,,C
310,0,3,"Lefebre, Miss. Mathilde",female,,3,1,4133,25.4667,,S
311,0,3,"Lundahl, Mr. Johan Svensson",male,51.0,0,0,347743,7.0542,,S
312,1,3,"Kelly, Miss. Mary",female,,0,0,14312,7.75,,Q
313,0,3,"Carlsson, Mr. August Sigfrid",male,28.0,0,0,350042,7.7958,,S
314,0,3,"Boulos, Mrs. Joseph (Sultana)",female,,0,2,2678,15.2458,,C
315,0,3,"Heininen, Miss. Wendla Maria",female,23.0,0,0,STON/O2. 3101290,7.925,,S
316,1,2,"Pinsky, Mrs. (Rosa)",female,32.0,0,0,234604,13.0,,S
317,0,2,"Pengelly, Mr. Frederick William",male,19.0,0,0,28665,10.5,,S
318,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,1,1,363291,20.525,,S
319,0,3,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",female,40.0,1,0,7546,9.475,,S
320,0,2,"Reeves, Mr. David",male,36.0,0,0,C.A. 17248,10.5,,S
321,0,3,"Canavan, Miss. Mary",female,21.0,0,0,364846,7.75,,Q
322,0,3,"Drazenoic, Mr. Jozef",male,33.0,0,0,349241,7.8958,,C
323,0,3,"Rekic, Mr. Tido",male,38.0,0,0,349249,7.8958,,S
324,0,3,"Oreskovic, Miss. Marija",female,20.0,0,0,315096,8.6625,,S
325,1,3,"Honkanen, Miss. Eliina",female,27.0,0,0,STON/O2. 3101283,7.925,,S
326,0,3,"Alexander, Mr. William",male,26.0,0,0,3474,7.8875,,S
327,0,3,"Yasbeck, Mr. Antoni",male,27.0,1,0,2659,14.4542,,C
328,0,3,"Backstrom, Mr. Karl Alfred",male,32.0,1,0,3101278,15.85,,S
329,0,3,"Zabour, Miss. Thamine",female,,1,0,2665,14.4542,,C
330,0,3,"Dimic, Mr. Jovan",male,42.0,0,0,315088,8.6625,,S
331,0,3,"Ekstrom, Mr. Johan",male,45.0,0,0,347061,6.975,,S
332,0,2,"Pernot, Mr. Rene",male,,0,0,SC/PARIS 2131,15.05,,C
333,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39.0,1,1,17421,110.8833,C68,C
334,0,3,"Christmann, Mr. Emil",male,29.0,0,0,343276,8.05,,S
335,0,2,"Norman, Mr. Robert Douglas",male,28.0,0,0,218629,13.5,,S
336,0,2,"Hart, Mr. Benjamin",male,43.0,1,1,F.C.C. 13529,26.25,,S
337,0,3,"Johnston, Miss. Catherine Helen ""Carrie""",female,,1,2,W./C. 6607,23.45,,S
338,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45.0,1,1,F.C.C. 13529,26.25,,S
339,0,3,"Strandberg, Miss. Ida Sofia",female,22.0,0,0,7553,9.8375,,S
340,0,3,"Mionoff, Mr. Stoytcho",male,28.0,0,0,349207,7.8958,,S
341,1,3,"Hirvonen, Miss. Hildur E",female,2.0,0,1,3101298,12.2875,,S
342,0,2,"Gaskell, Mr. Alfred",male,16.0,0,0,239865,26.0,,S
343,1,3,"Nysten, Miss. Anna Sofia",female,22.0,0,0,347081,7.75,,S
344,1,3,"Baclini, Miss. Marie Catherine",female,5.0,2,1,2666,19.2583,,C
345,1,2,"Duran y More, Miss. Asuncion",female,27.0,1,0,SC/PARIS 2149,13.8583,,C
346,0,2,"Wheadon, Mr. Edward H",male,66.0,0,0,C.A. 24579,10.5,,S
347,0,3,"Braund, Mr. Lewis Richard",male,29.0,1,0,3460,7.0458,,S
348,0,3,"Leinonen, Mr. Antti Gustaf",male,32.0,0,0,STON/O 2. 3101292,7.925,,S
349,1,3,"Dorking, Mr. Edward Arthur",male,19.0,0,0,A/5. 10482,8.05,,S
350,1,1,"Saalfeld, Mr. Adolphe",male,,0,0,19988,30.5,C106,S
351,0,2,"Hunt, Mr. George Henry",male,33.0,0,0,SCO/W 1585,12.275,,S
352,0,3,"Sage, Master. Thomas Henry",male,,8,2,CA. 2343,69.55,,S
353,1,3,"Moss, Mr. Albert Johan",male,,0,0,312991,7.775,,S
354,0,3,"Lemberopolous, Mr. Peter L",male,34.5,0,0,2683,6.4375,,C
355,0,3,"Asim, Mr. Adola",male,35.0,0,0,SOTON/O.Q. 3101310,7.05,,S
356,0,3,"Abbing, Mr. Anthony",male,42.0,0,0,C.A. 5547,7.55,,S
357,1,2,"Bystrom, Mrs. (Karolina)",female,42.0,0,0,236852,13.0,,S
358,1,3,"Chip, Mr. Chang",male,32.0,0,0,1601,56.4958,,S
359,1,3,"Moubarek, Master. Gerios",male,,1,1,2661,15.2458,,C
360,1,1,"Taylor, Mr. Elmer Zebley",male,48.0,1,0,19996,52.0,C126,S
361,0,2,"Kantor, Mr. Sinai",male,34.0,1,0,244367,26.0,,S
362,1,1,"Kimball, Mr. Edwin Nelson Jr",male,42.0,1,0,11753,52.5542,D19,S
363,1,2,"Lemore, Mrs. (Amelia Milley)",female,34.0,0,0,C.A. 34260,10.5,F33,S
364,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",female,27.0,0,0,34218,10.5,E101,S
365,0,3,"O'Brien, Mr. Thomas",male,,1,0,370365,15.5,,Q
366,0,3,"Palsson, Miss. Stina Viola",female,3.0,3,1,349909,21.075,,S
367,0,2,"Hodges, Mr. Henry Price",male,50.0,0,0,250643,13.0,,S
368,0,1,"Holverson, Mr. Alexander Oskar",male,42.0,1,0,113789,52.0,,S
369,1,1,"Compton, Miss. Sara Rebecca",female,39.0,1,1,PC 17756,83.1583,E49,C
370,0,3,"Keane, Mr. Andrew ""Andy""",male,,0,0,12460,7.75,,Q
371,1,2,"Mellinger, Miss. Madeleine Violet",female,13.0,0,1,250644,19.5,,S
372,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",female,58.0,0,1,PC 17582,153.4625,C125,S
373,1,3,"Aks, Mrs. Sam (Leah Rosen)",female,18.0,0,1,392091,9.35,,S
374,1,3,"Gilnagh, Miss. Katherine ""Katie""",female,16.0,0,0,35851,7.7333,,Q
375,0,3,"Kilgannon, Mr. Thomas J",male,,0,0,36865,7.7375,,Q
376,1,1,"Brown, Mrs. James Joseph (Margaret Tobin)",female,44.0,0,0,PC 17610,27.7208,B4,C
377,0,3,"Bourke, Miss. Mary",female,,0,2,364848,7.75,,Q
378,1,2,"Herman, Miss. Alice",female,24.0,1,2,220845,65.0,,S
379,0,3,"Coelho, Mr. Domingos Fernandeo",male,20.0,0,0,SOTON/O.Q. 3101307,7.05,,S
380,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,,1,0,19996,52.0,C126,S
381,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39.0,0,0,250655,26.0,,S
382,1,1,"Harder, Mr. George Achilles",male,25.0,1,0,11765,55.4417,E50,C
383,0,3,"Sage, Miss. Dorothy Edith ""Dolly""",female,,8,2,CA. 2343,69.55,,S
384,0,3,"Tomlin, Mr. Ernest Portage",male,30.5,0,0,364499,8.05,,S
385,0,3,"Olsvigen, Mr. Thor Anderson",male,20.0,0,0,6563,9.225,,S
386,0,3,"Pasic, Mr. Jakob",male,21.0,0,0,315097,8.6625,,S
387,1,2,"Becker, Miss. Marion Louise",female,4.0,2,1,230136,39.0,F4,S
388,1,2,"Lehmann, Miss. Bertha",female,17.0,0,0,SC 1748,12.0,,C
389,0,2,"Carbines, Mr. William",male,19.0,0,0,28424,13.0,,S
390,1,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0,2,3,29106,18.75,,S
391,1,2,"Doling, Miss. Elsie",female,18.0,0,1,231919,23.0,,S
392,0,3,"Johnson, Mr. Malkolm Joackim",male,33.0,0,0,347062,7.775,,S
393,0,2,"Coleridge, Mr. Reginald Charles",male,29.0,0,0,W./C. 14263,10.5,,S
394,0,3,"Johansson, Mr. Karl Johan",male,31.0,0,0,347063,7.775,,S
395,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24.0,1,0,244367,26.0,,S
396,0,2,"Mack, Mrs. (Mary)",female,57.0,0,0,S.O./P.P. 3,10.5,E77,S
397,1,2,"Keane, Miss. Nora A",female,,0,0,226593,12.35,E101,Q
398,1,3,"Landergren, Miss. Aurora Adelia",female,22.0,0,0,C 7077,7.25,,S
399,0,2,"Mudd, Mr. Thomas Charles",male,16.0,0,0,S.O./P.P. 3,10.5,,S
400,1,3,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",female,33.0,3,0,3101278,15.85,,S
401,0,3,"Dakic, Mr. Branko",male,19.0,0,0,349228,10.1708,,S
402,0,1,"Foreman, Mr. Benjamin Laventall",male,30.0,0,0,113051,27.75,C111,C
403,0,3,"Allen, Mr. William Henry",male,35.0,0,0,373450,8.05,,S
404,0,3,"Birkeland, Mr. Hans Martin Monsen",male,21.0,0,0,312992,7.775,,S
405,0,2,"Davies, Mr. Charles Henry",male,18.0,0,0,S.O.C. 14879,73.5,,S
406,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0,1,0,SC/AH 3085,26.0,,S
407,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,,1,0,PC 17611,133.65,,S
408,0,3,"Laleff, Mr. Kristo",male,,0,0,349217,7.8958,,S
409,1,1,"Simonius-Blumer, Col. Oberst Alfons",male,56.0,0,0,13213,35.5,A26,C
410,1,1,"Daly, Mr. Peter Denis ",male,51.0,0,0,113055,26.55,E17,S
411,0,3,"Braund, Mr. Owen Harris",male,22.0,1,0,A/5 21171,7.25,,S
412,0,2,"McKane, Mr. Peter David",male,46.0,0,0,28403,26.0,,S
413,1,1,"Hoyt, Mr. Frederick Maxfield",male,38.0,1,0,19943,90.0,C93,S
414,0,2,"Laroche, Mr. Joseph Philippe Lemercier",male,25.0,1,2,SC/Paris 2123,41.5792,,C
415,0,2,"Byles, Rev. Thomas Roussel Davids",male,42.0,0,0,244310,13.0,,S
416,0,3,"Goodwin, Master. Harold Victor",male,9.0,5,2,CA 2144,46.9,,S
417,0,3,"Skoog, Master. Harald",male,4.0,3,2,347088,27.9,,S
418,0,3,"Nankoff, Mr. Minko",male,,0,0,349218,7.8958,,S
419,0,3,"Goodwin, Master. William Frederick",male,11.0,5,2,CA 2144,46.9,,S
420,0,3,"Andreasson, Mr. Paul Edvin",male,20.0,0,0,347466,7.8542,,S
421,0,3,"Hendekovic, Mr. Ignjac",male,28.0,0,0,349243,7.8958,,S
422,0,2,"Chapman, Mr. John Henry",male,37.0,1,0,SC/AH 29037,26.0,,S
423,1,1,"Frolicher, Miss. Hedwig Margaritha",female,22.0,0,2,13568,49.5,B39,C
424,1,3,"Nakid, Mr. Sahid",male,20.0,1,1,2653,15.7417,,C
425,0,3,"Nenkoff, Mr. Christo",male,,0,0,349234,7.8958,,S
426,0,3,"Sivic, Mr. Husein",male,40.0,0,0,349251,7.8958,,S
427,0,3,"Lefebre, Miss. Jeannie",female,,3,1,4133,25.4667,,S
428,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24.0,0,3,2666,19.2583,,C
429,1,3,"Sunderland, Mr. Victor Francis",male,16.0,0,0,SOTON/OQ 392089,8.05,,S
430,0,3,"Simmons, Mr. John",male,,0,0,SOTON/OQ 392082,8.05,,S
431,0,3,"Theobald, Mr. Thomas Leonard",male,34.0,0,0,363294,8.05,,S
432,0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30.0,1,1,345773,24.15,,S
433,0,3,"Brocklebank, Mr. William Alfred",male,35.0,0,0,364512,8.05,,S
434,0,3,"Perkin, Mr. John Henry",male,22.0,0,0,A/5 21174,7.25,,S
435,1,2,"Nasser, Mrs. Nicholas (Adele Achem)",female,14.0,1,0,237736,30.0708,,C
436,1,2,"Hamalainen, Master. Viljo",male,0.67,1,1,250649,14.5,,S
437,0,3,"Kassem, Mr. Fared",male,,0,0,2700,7.2292,,C
438,1,3,"McCoy, Miss. Agnes",female,,2,0,367226,23.25,,Q
439,0,3,"Moran, Mr. Daniel J",male,,1,0,371110,24.15,,Q
440,0,2,"Fynney, Mr. Joseph J",male,35.0,0,0,239865,26.0,,S
441,0,3,"Andersson, Miss. Ingeborg Constanzia",female,9.0,4,2,347082,31.275,,S
442,0,3,"Plotcharsky, Mr. Vasil",male,,0,0,349227,7.8958,,S
443,0,3,"Crease, Mr. Ernest James",male,19.0,0,0,S.P. 3464,8.1583,,S
444,0,1,"Colley, Mr. Edward Pomeroy",male,47.0,0,0,5727,25.5875,E58,S
445,0,3,"Rice, Master. Eugene",male,2.0,4,1,382652,29.125,,Q
446,1,3,"Osman, Mrs. Mara",female,31.0,0,0,349244,8.6833,,S
447,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25.0,1,0,236853,26.0,,S
448,0,1,"Williams, Mr. Charles Duane",male,51.0,0,1,PC 17597,61.3792,,C
449,0,2,"Jacobsohn, Mr. Sidney Samuel",male,42.0,1,0,243847,27.0,,S
450,0,3,"Naidenoff, Mr. Penko",male,22.0,0,0,349206,7.8958,,S
451,0,1,"Williams-Lambert, Mr. Fletcher Fellows",male,,0,0,113510,35.0,C128,S
452,1,1,"Bonnell, Miss. Elizabeth",female,58.0,0,0,113783,26.55,C103,S
453,1,3,"Johnson, Miss. Eleanor Ileen",female,1.0,1,1,347742,11.1333,,S
454,0,3,"Wiseman, Mr. Phillippe",male,,0,0,A/4. 34244,7.25,,S
455,0,1,"Futrelle, Mr. Jacques Heath",male,37.0,1,0,113803,53.1,C123,S
456,1,1,"Newell, Miss. Madeleine",female,31.0,1,0,35273,113.275,D36,C
457,0,3,"Andersson, Mr. Anders Johan",male,39.0,1,5,347082,31.275,,S
458,1,1,"Lines, Miss. Mary Conover",female,16.0,0,1,PC 17592,39.4,D28,S
459,1,3,"Andersson, Miss. Erna Alexandra",female,17.0,4,2,3101281,7.925,,S
460,0,3,"Samaan, Mr. Youssef",male,,2,0,2662,21.6792,,C
461,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49.0,1,0,PC 17485,56.9292,A20,C
462,1,2,"Becker, Master. Richard F",male,1.0,2,1,230136,39.0,F4,S
463,1,2,"West, Miss. Constance Mirium",female,5.0,1,2,C.A. 34651,27.75,,S
464,1,1,"Bidois, Miss. Rosalie",female,42.0,0,0,PC 17757,227.525,,C
465,0,2,"Otter, Mr. Richard",male,39.0,0,0,28213,13.0,,S
466,1,2,"Garside, Miss. Ethel",female,34.0,0,0,243880,13.0,,S
467,1,3,"Dowdell, Miss. Elizabeth",female,30.0,0,0,364516,12.475,,S
468,0,1,"Walker, Mr. William Anderson",male,47.0,0,0,36967,34.0208,D46,S
469,1,1,"Taussig, Miss. Ruth",female,18.0,0,2,110413,79.65,E68,S
470,1,2,"Hart, Miss. Eva Miriam",female,7.0,0,2,F.C.C. 13529,26.25,,S
471,1,3,"Coutts, Master. William Loch ""William""",male,3.0,1,1,C.A. 37671,15.9,,S
472,1,2,"Collyer, Miss. Marjorie ""Lottie""",female,8.0,0,2,C.A. 31921,26.25,,S
473,0,3,"Lievens, Mr. Rene Aime",male,24.0,0,0,345781,9.5,,S
474,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50.0,0,1,PC 17558,247.5208,B58 B60,C
475,0,3,"Panula, Master. Eino Viljami",male,1.0,4,1,3101295,39.6875,,S
476,1,3,"Ohman, Miss. Velin",female,22.0,0,0,347085,7.775,,S
477,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,,0,2,2668,22.3583,,C
478,1,1,"Flynn, Mr. John Irwin (""Irving"")",male,36.0,0,0,PC 17474,26.3875,E25,S
479,0,3,"Willey, Mr. Edward",male,,0,0,S.O./P.P. 751,7.55,,S
480,1,1,"Cumings, Mrs. John Bradley (Florence Briggs Thayer)",female,38.0,1,0,PC 17599,71.2833,C85,C
481,0,3,"Ford, Mr. William Neal",male,16.0,1,3,W./C. 6608,34.375,,S
482,0,1,"White, Mr. Percival Wayland",male,54.0,0,1,35281,77.2875,D26,S
483,0,3,"Nysveen, Mr. Johan Hansen",male,61.0,0,0,345364,6.2375,,S
484,1,3,"Foo, Mr. Choong",male,,0,0,1601,56.4958,,S
485,0,3,"Lovell, Mr. John Hall (""Henry"")",male,20.5,0,0,A/5 21173,7.25,,S
486,0,3,"Harknett, Miss. Alice Phoebe",female,,0,0,W./C. 6609,7.55,,S
487,1,3,"Salkjelsvik, Miss. Anna Kristine",female,21.0,0,0,343120,7.65,,S
488,1,3,"Glynn, Miss. Mary Agatha",female,,0,0,335677,7.75,,Q
489,0,3,"Kraeff, Mr. Theodor",male,,0,0,349253,7.8958,,C
490,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47.0,1,1,11751,52.5542,D35,S
491,0,2,"Richard, Mr. Emile",male,23.0,0,0,SC/PARIS 2133,15.0458,,C
492,0,3,"Chronopoulos, Mr. Apostolos",male,26.0,1,0,2680,14.4542,,C
493,0,3,"Connaghton, Mr. Michael",male,31.0,0,0,335097,7.75,,Q
494,0,3,"Goodwin, Miss. Lillian Amy",female,16.0,5,2,CA 2144,46.9,,S
495,0,2,"Renouf, Mr. Peter Henry",male,34.0,1,0,31027,21.0,,S
496,1,3,"Cohen, Mr. Gurshon ""Gus""",male,18.0,0,0,A/5 3540,8.05,,S
497,1,1,"Carter, Mr. William Ernest",male,36.0,1,2,113760,120.0,B96 B98,S
498,1,3,"Sandstrom, Miss. Marguerite Rut",female,4.0,1,1,PP 9549,16.7,G6,S
499,0,2,"Hocking, Mr. Richard George",male,23.0,2,1,29104,11.5,,S
